uri,title,domain,probability,avg_position,rrf_score,run_count,category,intl_flag
https://socialhospitality.com/2025/09/7-proven-email-marketing-strategies-to-drive-ecommerce-success/,socialhospitality.com,socialhospitality.com,25.0,7.5,22.59,2,Other,
https://www.grazitti.com/blog/lifecycle-automation-the-next-level-of-email-marketing-for-ecommerce/,grazitti.com,grazitti.com,25.0,6.0,23.13,2,Other,
https://www.saffronedge.com/blog/ecommerce-email-marketing-automation/,saffronedge.com,saffronedge.com,25.0,3.0,24.21,2,Other,
https://www.campaignmonitor.com/resources/guides/email-marketing-for-e-commerce/,campaignmonitor.com,campaignmonitor.com,25.0,5.5,23.32,2,Competitor,
https://maropost.com/blog/10-e-commerce-email-marketing-strategies-for-your-online-business/,maropost.com,maropost.com,12.5,9.0,11.05,1,Other,
https://encharge.io/ecommerce-email-marketing-tools/,encharge.io,encharge.io,12.5,17.0,9.9,1,Other,
https://zapier.com/blog/free-email-marketing-software/,zapier.com,zapier.com,12.5,15.0,10.17,1,3rd Party: Comparison,
https://www.emailvendorselection.com/best-email-marketing-platforms/,emailvendorselection.com,emailvendorselection.com,12.5,14.0,10.3,1,3rd Party: Comparison,
https://www.emailtooltester.com/en/blog/email-automation-software/,emailtooltester.com,emailtooltester.com,12.5,14.0,10.3,1,3rd Party: Comparison,
https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGXONIuxL2ELxIar5Vx65mfte9_bTHy04c7yBdxEG2aXV1yDiYR0kJjWVCDaFbfbBJOI2MiD9No1cco1Kl856nm9_rfpG_MazMs3r35zosQG7H-lzSuj5iEJ8vY_h_gukXJnTiIAmWzXeLTS5iVFqZmwzqtmMgjmdOX9n3Juo7AXw5z1EJ-_g==,dropzerodigital.com,vertexaisearch.cloud.google.com,12.5,10.0,10.89,1,Other,
https://encharge.io/email-automation-tools/,encharge.io,encharge.io,12.5,10.0,10.89,1,Other,
https://clevertap.com/blog/email-automation-for-e-commerce/,clevertap.com,clevertap.com,12.5,8.0,11.21,1,Other,
https://www.bloomreach.com/en/blog/the-ultimate-email-marketing-automation-guide,bloomreach.com,bloomreach.com,12.5,9.0,11.05,1,Other,
https://emarsys.com/learn/blog/email-marketing-automation-guide-definitions-strategies-tactics/,emarsys.com,emarsys.com,12.5,6.0,11.55,1,Other,
https://checkoutchamp.com/media/8-automated-email-marketing-for-e-commerce-campaigns-285,checkoutchamp.com,checkoutchamp.com,12.5,6.0,11.55,1,Other,
https://maileon.com/blogs/email-marketing-automation-the-power-of-automating-emails/,maileon.com,maileon.com,12.5,6.0,11.55,1,Other,
https://arinet.com/resources/blog-posts/the-purpose-benefits-of-automated-email-marketing/,arinet.com,arinet.com,12.5,5.0,11.73,1,Other,
https://webengage.com/blog/the-ultimate-guide-to-effective-email-marketing-strategies-for-e-commerce/,webengage.com,webengage.com,12.5,4.0,11.91,1,Other,
https://www.clerk.io/blog/why-email-marketing-is-crucial-for-e-commerce-success,clerk.io,clerk.io,12.5,3.0,12.1,1,Other,
https://hq.quikly.com/blog/best-marketing-automation-tools,quikly.com,hq.quikly.com,12.5,18.0,9.78,1,Other,
